ID,FrameRdy,Stamp,Roll,Pitch,Yaw,LinAccX,LinAccY,LinAccZ,AngVelX,AngVelY,AngVelZ,PoseX,PoseY,PoseZ,
1,1,0.309,-0.00265293,0.000160342,-0.00858821,0.00509469,-0.0495651,-10.3837,0.481519,-0.000982479,-0.0103181,-0.0121545,0.028001,9.85329,
2,1,0.319,0.00173994,0.000248417,-0.00880074,-0.00454694,-0.00126702,-9.6796,0.640664,-0.00782742,-0.00118953,-0.0103909,0.0274864,9.85395,
3,0,0.33,0.0062951,0.000241667,-0.00879087,0.00272155,0.0532068,-9.2162,0.223078,0.00141194,0.00581316,-0.0133046,0.0273624,9.85407,
4,0,0.341,0.00572501,0.000227728,-0.00878353,0.00179526,0.0662248,-10.2092,-0.298227,-0.00222143,-0.00096772,-0.0133046,0.0273624,9.85407,
5,0,0.351,0.00024997,0.00021749,-0.00882283,-0.00671501,0.0057557,-10.0054,-0.64256,-0.00313972,-0.00753814,-0.0125347,0.0272791,9.8541,
6,0,0.362,-0.00416175,0.00019438,-0.00882941,-0.00262912,-0.0520163,-9.20633,-0.301178,-0.00411625,-0.000825793,-0.0125347,0.0272791,9.8541,
7,0,0.372,-0.00373284,0.000174699,-0.00883771,-0.000637363,-0.0622124,-10.3545,0.333677,0.000262552,-0.000873581,-0.0101296,0.0272019,9.85417,
8,0,0.382,0.00118839,0.000153081,-0.00884644,-0.00878304,0.00564765,-9.62124,0.616697,-0.00695723,-0.00100636,-0.0118427,0.0270755,9.85421,
9,0,0.393,0.00593954,0.00012861,-0.00890728,0.00524641,0.0501435,-9.23369,0.262709,7.13038e-05,-0.00811766,-0.0118427,0.0270755,9.85421,
10,0,0.403,0.00544711,0.000118891,-0.00892351,0.00246902,0.0662903,-10.2973,-0.315184,-0.00128079,-0.00110887,-0.0138045,0.0269573,9.85426,
11,0,0.414,0.00116521,0.000117247,-0.00888842,0.00206065,0.0322072,-10.309,-0.647092,0.0043759,0.00576355,-0.0138045,0.0269573,9.85426,
12,1,0.424,-0.00192019,0.000107837,-0.00885879,0.00481046,-0.0106061,-9.6738,-0.578951,-0.000717283,0.00585619,-0.0118101,0.0268815,9.85431,
13,0,0.434,-0.0043192,0.000135996,-0.00880756,0.00147726,-0.0668332,-10.188,0.28146,0.00440086,-0.000750637,-0.0104009,0.0268009,9.85435,
14,0,0.446,0.00106709,0.000151327,-0.00881481,-0.00793027,-0.00883462,-10.0677,0.635984,-0.00409422,-0.000768334,-0.0104009,0.0268009,9.85435,
15,0,0.456,0.00562271,0.000161727,-0.00882235,0.0049313,0.0460253,-9.2093,0.323134,0.000749986,-0.000879895,-0.0129791,0.0266945,9.85442,
16,0,0.466,0.0054003,0.000185647,-0.00888694,0.00289437,0.064928,-10.3132,-0.31483,0.00285618,-0.00724433,-0.0138768,0.0266003,9.85444,
17,0,0.476,-0.000108146,0.000217833,-0.0090107,-0.00616616,-0.00457814,-9.8381,-0.625311,-0.000106908,-0.0130331,-0.0138768,0.0266003,9.85444,
18,0,0.487,-0.00458491,0.0002411,-0.00907647,0.00022344,-0.0516978,-9.3063,-0.2199,0.00116542,-0.00479546,-0.0110338,0.0265384,9.85451,
19,0,0.496,-0.00324248,0.000280372,-0.00912017,-0.00530359,-0.0560744,-10.5798,0.419219,0.00181394,-0.00399367,-0.0110338,0.0265384,9.85451,
20,0,0.507,0.00285134,0.000300722,-0.00904797,0.00839324,-0.00250553,-9.69116,0.655112,0.00161395,0.0143777,-0.0119975,0.026442,9.85454,
21,0,0.518,0.00714241,0.000320719,-0.00896203,-0.0032058,0.0629304,-9.28609,0.174214,0.00106403,0.00588748,-0.014727,0.0263282,9.85463,
22,1,0.536,0.00642967,0.00031665,-0.00892242,0.00288136,0.0685248,-10.1917,-0.30871,0.000335938,0.00523042,-0.012957,0.0262418,9.85467,
23,0,0.548,-0.00463752,0.000273539,-0.00887121,0.00229758,-0.0548994,-9.14716,-0.22754,-0.00351581,0.0028384,-0.012957,0.0262418,9.85467,
24,0,0.557,-0.00325409,0.000238532,-0.00884742,-0.00341894,-0.060072,-10.4835,0.427591,-0.00827439,0.00204687,-0.0110682,0.0261342,9.8547,
25,0,0.568,0.00348607,0.000207595,-0.00892458,0.0035349,0.0138691,-9.55861,0.617056,0.00409234,-0.0079396,-0.0110682,0.0261342,9.8547,
26,0,0.579,0.00696786,0.000185843,-0.00900567,-0.000561412,0.0638141,-9.3242,0.0792559,-0.0024497,-0.00795091,-0.0139975,0.0259842,9.85471,
27,0,0.588,0.00425802,0.00016889,-0.00903122,0.00086465,0.0597491,-10.8365,-0.541704,-0.00422651,-0.00960246,-0.0144736,0.0258616,9.85465,
28,0,0.599,-0.00201298,0.000160299,-0.00904879,0.000356666,-0.0150368,-9.56934,-0.582618,0.0026293,-0.00130137,-0.0144736,0.0258616,9.85465,
29,0,0.609,-0.00491455,0.000140664,-0.00906764,-0.000961248,-0.0630054,-9.53353,-0.0120094,-0.00156507,-0.00114307,-0.0115034,0.0257693,9.85463,
30,0,0.619,-0.00164821,0.000129869,-0.00907809,0.00121683,-0.0476701,-10.8109,0.574858,0.00409257,-0.00100384,-0.0115034,0.0257693,9.85463,
31,1,0.633,0.00322465,0.000122515,-0.00912787,-0.00640714,0.0334464,-9.33743,0.564125,0.00141007,-0.00134842,-0.0127877,0.0256422,9.85456,
32,0,0.644,0.00506872,0.000113612,-0.00921997,-0.0010376,0.0592809,-10.4912,-0.35264,0.00186612,-0.00736309,-0.0150024,0.0255072,9.85455,
33,0,0.655,-0.000609718,0.000118615,-0.0092722,0.00506818,0.000540031,-9.84565,-0.618888,0.000718729,-0.00585861,-0.0150024,0.0255072,9.85455,
34,0,0.665,-0.00491183,0.000146492,-0.00932526,0.00186519,-0.0588026,-9.39485,-0.192396,0.00435865,-0.00483525,-0.0124955,0.025427,9.85456,
35,0,0.676,-0.00274344,0.000180441,-0.0093728,0.00707066,-0.0702053,-10.8571,0.517412,0.00659426,-0.00393127,-0.0119566,0.0253355,9.85456,
36,0,0.686,0.00341241,0.000218981,-0.0092864,-0.00873156,0.0249239,-9.63769,0.579544,0.00167567,0.0126903,-0.0119566,0.0253355,9.85456,
37,0,0.696,0.00647399,0.000219177,-0.00920746,0.00151417,0.0625748,-9.47256,0.0306737,7.1088e-05,0.00567856,-0.0150431,0.0252113,9.85463,
38,0,0.706,0.00331714,0.000215664,-0.00916639,0.00589983,0.0592575,-10.7202,-0.575662,0.00217419,0.00631038,-0.0150431,0.0252113,9.85463,
39,0,0.716,-0.00282225,0.000205099,-0.00911182,-0.00503655,-0.0324352,-9.47378,-0.533089,-0.00270063,0.00478834,-0.0139571,0.0251104,9.85464,
40,0,0.728,-0.00508691,0.000172677,-0.00907004,0.000310198,-0.0644308,-9.61123,0.0582398,-0.00310611,0.00363127,-0.0117005,0.0250051,9.85468,
41,1,0.737,-0.00177964,0.000146631,-0.00909086,-0.00318634,-0.0359884,-10.4726,0.573889,0.000318984,-0.00815045,-0.0117005,0.0250051,9.85468,
42,0,0.748,0.00418042,0.000110067,-0.0091782,0.000372917,0.0305349,-9.34075,0.491496,-0.00694306,-0.007987,-0.0138479,0.024869,9.85469,
43,0,0.758,0.00606915,0.000104064,-0.00925938,-0.000403668,0.0631388,-9.81725,-0.0966039,-0.000997014,-0.0081285,-0.0138479,0.024869,9.85469,
44,0,0.768,0.00182766,0.00011101,-0.00936912,-0.00492662,0.0291363,-10.2613,-0.62348,0.000949395,-0.0137545,-0.0153017,0.0247376,9.8547,
45,0,0.779,-0.00397319,0.000103647,-0.00946863,-0.000215408,-0.0401304,-9.26181,-0.433152,-0.00313628,-0.00520138,-0.0123991,0.0246525,9.85475,
46,0,0.789,-0.00481405,0.000107434,-0.00956127,-0.00252035,-0.0611218,-10.1172,0.243138,-0.00115528,-0.00421757,-0.0123991,0.0246525,9.85475,
47,0,0.8,0.000414797,9.77331e-05,-0.0094837,0.00827311,-0.0273513,-10.1717,0.653325,-0.00141719,0.0125903,-0.0127398,0.0245385,9.85474,
48,0,0.81,0.00549446,8.53409e-05,-0.0094181,-0.00446629,0.0529425,-9.29826,0.306421,-0.00159852,0.00592562,-0.0127398,0.0245385,9.85474,
49,0,0.82,0.0050163,5.25841e-05,-0.00942378,-0.00294739,0.0589386,-10.4017,-0.331466,-0.00329698,-0.00110194,-0.0155615,0.024386,9.85479,
50,0,0.831,-0.000583367,2.23879e-05,-0.00937055,0.00669217,0.012142,-10.0288,-0.629057,0.000605428,0.00582955,-0.0137324,0.0242724,9.85481,
51,1,0.84,-0.0049448,1.58311e-05,-0.00933165,0.000133094,-0.0593823,-9.37523,-0.201223,0.00110057,0.00727181,-0.0137324,0.0242724,9.85481,
52,0,0.852,-0.0029102,1.71558e-05,-0.00928571,0.00502933,-0.0576156,-10.4912,0.495803,0.00576059,-0.00188569,-0.0122338,0.0241705,9.85485,
53,0,0.862,0.00314081,3.38926e-05,-0.00924899,-0.00862207,0.0288999,-9.3819,0.570701,-0.00234285,0.00356811,-0.0122338,0.0241705,9.85485,
54,0,0.873,0.00621538,6.62694e-05,-0.00927467,-0.000176833,0.0617717,-9.66733,-0.0241274,0.00414543,0.00265242,-0.0151748,0.024034,9.85492,
55,0,0.884,0.00259845,0.000120174,-0.00936946,-0.00242503,0.037908,-10.3529,-0.592715,0.00728929,-0.0138661,-0.015093,0.0239448,9.85495,
56,0,0.894,-0.00359888,0.00016106,-0.00954019,0.00133286,-0.0404715,-9.12848,-0.41184,0.00155135,-0.0122777,-0.015093,0.0239448,9.85495,
57,0,0.904,-0.00450911,0.000202442,-0.00965539,-0.00176906,-0.0586966,-10.1305,0.191132,0.00283455,-0.010195,-0.0124227,0.0238807,9.85503,
58,0,0.915,0.00015243,0.000227553,-0.00959565,0.00675571,-0.0156298,-9.80563,0.596326,0.00110919,0.015092,-0.0124227,0.0238807,9.85503,
59,0,0.925,0.00496278,0.000252715,-0.00950841,-0.00347755,0.0531276,-9.28638,0.291955,0.00265913,0.00663684,-0.0142332,0.0237658,9.85509,
60,0,0.935,0.00445112,0.000252986,-0.00944474,-0.00267224,0.0588627,-10.4292,-0.333947,-0.000129972,0.00581418,-0.0156685,0.0236426,9.85519,
61,1,0.946,-0.00108646,0.000237448,-0.0094001,0.00589442,-0.00226983,-9.52493,-0.609925,-8.52829e-05,0.00391376,-0.0156685,0.0236426,9.85519,
62,0,0.956,-0.00533439,0.000220498,-0.0094032,0.00026861,-0.0603735,-9.34479,-0.190466,-0.000983601,-0.00390107,-0.013016,0.0235545,9.85532,
63,0,0.966,-0.00371039,0.000180657,-0.00941156,0.0057424,-0.0651798,-10.5088,0.445253,-0.00249488,-0.00782122,-0.013016,0.0235545,9.85532,
64,0,0.977,0.00227982,0.000163718,-0.00949365,-0.00646963,0.0288183,-9.27046,0.591771,-4.86496e-05,-0.00829126,-0.0131058,0.0234187,9.85543,
65,0,0.987,0.00577049,0.00013954,-0.00954696,0.00181802,0.059954,-9.42266,0.0866909,-0.0019215,-0.00123514,-0.0159673,0.0232625,9.85559,
66,0,0.997,0.00312352,0.000124585,-0.00957558,0.00508373,0.0487669,-10.2787,-0.522503,-0.000392724,-0.00940281,-0.0159673,0.0232625,9.85559,
67,0,1.007,-0.00285796,0.000112317,-0.00959931,-0.00402501,-0.0366686,-9.1738,-0.53333,-0.00112676,-0.00111211,-0.0144614,0.0231582,9.85568,
68,0,1.017,-0.00529987,8.99382e-05,-0.00959513,-6.64364e-08,-0.060443,-9.68455,0.0329587,-0.00169886,-0.00100682,-0.0144614,0.0231582,9.85568,
69,0,1.028,-0.00154653,7.98992e-05,-0.00960501,-0.00688139,-0.021803,-10.0175,0.593909,-0.000833475,-0.00102675,-0.0126089,0.0230485,9.8558,
70,1,1.045,0.00444397,4.94396e-05,-0.00961538,0.00419017,0.03548,-9.05139,0.480232,-0.00502367,-0.00104347,-0.0152532,0.0229054,9.85591,
71,0,1.055,0.00498866,4.2603e-05,-0.0097045,-0.00356063,0.0597915,-10.4099,-0.373782,-0.00151041,-0.00870497,-0.0161941,0.022784,9.85598,
72,0,1.066,-0.000888054,4.52369e-05,-0.00975299,0.006107,0.00275991,-9.60644,-0.635711,0.00478175,-0.00677149,-0.0161941,0.022784,9.85598,
73,0,1.075,-0.00512259,7.2e-05,-0.00980056,0.000241788,-0.0613949,-9.27568,-0.178849,0.00466136,0.00258693,-0.0132484,0.022699,9.85607,
74,0,1.086,-0.00337013,0.000109219,-0.0098035,0.0062232,-0.0675038,-10.7216,0.456565,0.00701464,0.00685287,-0.0132484,0.022699,9.85607,
75,0,1.095,0.00256148,0.000151814,-0.00970933,-0.00851192,0.0249524,-9.57066,0.580846,0.00211169,0.0119932,-0.0137106,0.0225986,9.85611,
76,0,1.107,0.00584916,0.000150962,-0.00964035,0.000669556,0.0588549,-9.70131,0.00342694,0.000149499,0.00519687,-0.016359,0.0224617,9.8562,
77,0,1.117,0.00246333,0.000145614,-0.00957612,0.00262356,0.0387204,-10.1617,-0.57339,0.00291463,0.0126752,-0.016359,0.0224617,9.8562,
78,0,1.127,-0.00343598,0.000130492,-0.00951829,-0.00381517,-0.0443571,-9.15659,-0.481849,-0.00457236,0.003695,-0.0143357,0.0223557,9.85627,
79,0,1.138,-0.00522768,0.000108532,-0.00948956,0.000514273,-0.0626737,-9.87637,0.103722,-0.00184443,0.00247458,-0.0143357,0.0223557,9.85627,
80,1,1.15,-0.0037631,8.80707e-05,-0.00949035,0.00433348,-0.0676178,-10.5926,0.419089,-0.0031459,-0.0100596,-0.0129522,0.0222484,9.85634,
81,0,1.159,0.00476617,6.81512e-05,-0.00964499,0.00723573,0.0394965,-9.09712,0.425549,0.00339078,-0.00804815,-0.0156975,0.0220983,9.85644,
82,0,1.17,0.00565974,7.27193e-05,-0.00966178,0.00187569,0.0625036,-10.0655,-0.202678,0.00129682,-0.00112785,-0.0156975,0.0220983,9.85644,
83,0,1.18,0.00074885,6.79545e-05,-0.00970142,-0.00226534,0.0021586,-9.72756,-0.625655,-0.00535104,-0.00132945,-0.0160232,0.0219749,9.85651,
84,0,1.19,-0.00447157,6.01636e-05,-0.00973392,0.00313365,-0.0467793,-9.13229,-0.334636,-0.000553838,-0.000997574,-0.0160232,0.0219749,9.85651,
85,0,1.201,-0.00432917,5.22421e-05,-0.00974388,-0.00190931,-0.0598517,-10.273,0.302736,-0.00392833,-0.00096819,-0.0131688,0.0218794,9.85662,
86,0,1.21,0.00117065,4.37514e-05,-0.00973192,0.00842098,-0.00151152,-9.53284,0.63863,0.00427541,0.00554901,-0.0146965,0.0217376,9.85669,
87,0,1.221,0.00580058,3.12733e-05,-0.00971572,-0.00455607,0.0597938,-9.2373,0.238453,-0.00355693,-0.000855517,-0.0146965,0.0217376,9.85669,
88,0,1.232,0.00465375,1.03335e-05,-0.00972713,-0.00336466,0.0611576,-10.5063,-0.39948,-0.00443476,-0.00108659,-0.0167343,0.0215984,9.85678,
89,0,1.243,-0.0013295,-4.16428e-06,-0.00972319,0.00356134,-0.00612295,-9.32889,-0.629427,0.00327408,0.00564699,-0.0143717,0.0214998,9.85686,
90,1,1.253,-0.00399964,-1.43445e-05,-0.00970842,0.000804564,-0.0420826,-9.05557,-0.444857,-0.00400733,-0.000711714,-0.0143717,0.0214998,9.85686,
91,0,1.263,-0.00340548,-2.37911e-05,-0.00972335,0.00481837,-0.0596415,-10.4648,0.478556,0.00374477,-0.000974794,-0.0132357,0.0213919,9.85692,
92,0,1.274,0.00263786,-3.02787e-05,-0.00973918,-0.00899876,0.0307379,-9.23627,0.574305,-0.0048714,-0.00104467,-0.0132357,0.0213919,9.85692,
93,0,1.284,0.00586753,-4.34758e-05,-0.00974996,0.00183656,0.0582756,-9.537,0.0559678,-0.000406691,-0.00110202,-0.0162039,0.0212362,9.85701,
94,0,1.294,0.00294109,-4.96107e-05,-0.00977782,0.00380762,0.0460877,-10.2854,-0.546148,0.00277707,-0.00945874,-0.0158434,0.0211169,9.85705,
95,0,1.305,-0.00308298,-6.41694e-05,-0.00978618,-0.00407917,-0.0409147,-9.19498,-0.522352,-0.00421683,0.00572891,-0.0158434,0.0211169,9.85705,
96,0,1.315,-0.00540416,-7.70031e-05,-0.00979014,0.000599925,-0.0619352,-9.74486,0.0482617,-0.000936154,-0.000989709,-0.0132066,0.0210151,9.85714,
97,0,1.326,-0.000934822,-9.57094e-05,-0.00980083,-0.00191332,-0.0318447,-10.2279,0.61896,-0.00765169,-0.000941596,-0.0132066,0.0210151,9.85714,
98,0,1.337,0.00481123,-0.000101703,-0.00981122,0.00416539,0.0389025,-9.24204,0.426302,0.0038101,-0.00110505,-0.0150769,0.020876,9.8572,
99,0,1.347,0.00587769,-0.000113053,-0.00982125,0.00107889,0.0630535,-9.91476,-0.140615,-0.000665758,-0.0011277,-0.0169465,0.0207479,9.85727,
100,1,1.36,0.00317497,-0.000118814,-0.00985851,0.00271255,0.058837,-10.728,-0.560542,0.00228901,-0.00812954,-0.0169465,0.0207479,9.85727,
101,0,1.371,-0.00480526,-0.000149551,-0.0098946,0.00100872,-0.0539643,-9.27507,-0.277291,0.000250466,0.000241679,-0.0148319,0.0206561,9.85733,
102,0,1.382,-0.00405115,-0.000174911,-0.00990465,0.00360089,-0.0645398,-10.4788,0.358936,-0.00236519,-0.000987068,-0.0135263,0.0205391,9.85737,
103,0,1.392,0.00161285,-0.000183986,-0.00991463,-0.00399035,0.00681896,-9.98218,0.615183,0.00214958,-0.00108601,-0.0135263,0.0205391,9.85737,
104,0,1.403,0.00563848,-0.000213304,-0.0099255,0.00137427,0.0576634,-9.42167,0.159415,-0.00361664,-0.00109059,-0.016428,0.0203802,9.85746,
105,0,1.412,0.00371822,-0.000238903,-0.00988448,0.00375205,0.0658912,-10.7589,-0.475456,-0.00321554,0.00460278,-0.016428,0.0203802,9.85746,
106,0,1.422,-0.00233083,-0.000263614,-0.00984524,-0.00476128,-0.0145283,-9.72426,-0.596656,-0.00249875,0.00338913,-0.0159402,0.0202564,9.85751,
107,0,1.433,-0.00566163,-0.000309915,-0.00978638,-0.000971536,-0.0600273,-9.45546,-0.0667199,-0.00493748,0.00948607,-0.0133219,0.0201435,9.85762,
108,0,1.444,-0.0028284,-0.000347837,-0.00980898,-0.00487225,-0.0485864,-10.7575,0.5506,-0.00229803,-0.00800644,-0.0133219,0.0201435,9.85762,
109,0,1.453,0.00274736,-0.000387028,-0.00988148,-0.00526478,0.0207068,-9.44781,0.57349,-0.0092423,-0.00809104,-0.0152403,0.0199928,9.85769,
110,1,1.464,0.00468786,-0.000392056,-0.00991386,0.000755188,0.0466146,-9.07783,0.41451,0.00239343,-0.00817925,-0.0152403,0.0199928,9.85769,
111,0,1.474,0.00342059,-0.000421442,-0.0099507,0.00465409,0.0520831,-10.3827,-0.510134,0.00147062,-0.0012044,-0.0170611,0.0198621,9.85777,
112,0,1.484,-0.00257392,-0.000437489,-0.00996194,-0.00467602,-0.03738,-9.21172,-0.542802,-0.00442525,-0.0010732,-0.0145429,0.0197651,9.85785,
113,0,1.494,-0.0052436,-0.000457255,-0.00997209,0.000459105,-0.0599476,-9.67095,0.00636155,-0.00194941,-0.00100411,-0.0145429,0.0197651,9.85785,
114,0,1.505,-0.00175389,-0.000472065,-0.00999447,-0.0077318,-0.0271415,-10.1397,0.572079,-0.00573888,0.000375765,-0.0139863,0.0196454,9.85791,
115,0,1.514,0.00423743,-0.000491092,-0.0100403,0.00840914,0.0309374,-9.12909,0.497512,0.00101312,-0.00132129,-0.0139863,0.0196454,9.85791,
116,0,1.525,0.00609823,-0.000493206,-0.0100514,0.000408881,0.0631413,-9.83079,-0.100126,-0.000534505,-0.00113328,-0.0169959,0.0194997,9.85802,
117,0,1.535,0.00182953,-0.000500849,-0.010063,-0.00482414,0.0145203,-9.8986,-0.618074,-0.00516326,-0.00111018,-0.015856,0.0193953,9.85808,
118,0,1.545,-0.00351366,-0.000510217,-0.0100658,0.00248646,-0.0326258,-9.25541,-0.478147,-0.00281104,-0.00253394,-0.015856,0.0193953,9.85808,
119,0,1.556,-0.00510286,-0.000510226,-0.0100758,-0.000877731,-0.0625067,-9.85788,0.131615,-0.000891446,-0.00100131,-0.0135814,0.0193134,9.85817,
120,1,1.566,-0.00300946,-0.00050717,-0.0100668,-0.00213315,-0.0478927,-10.427,0.494041,0.00290109,0.00575057,-0.0135814,0.0193134,9.85817,
121,0,1.576,0.00493254,-0.000526636,-0.0100379,-0.00251339,0.0458837,-9.2542,0.403791,0.0019037,0.00716031,-0.0157105,0.0191889,9.85824,
122,0,1.587,0.00554618,-0.000548275,-0.0100362,-0.000629943,0.0612546,-10.0887,-0.227543,-0.00102416,-0.00113559,-0.0157105,0.0191889,9.85824,
123,0,1.597,0.000493576,-0.000574079,-0.0100475,0.00628863,0.0177783,-10.0178,-0.632437,-0.00134464,-0.00104775,-0.0171089,0.0190579,9.8583,
124,0,1.608,-0.0045642,-0.000589793,-0.0100861,0.000639622,-0.0533286,-9.27938,-0.309453,0.000234797,-0.000995989,-0.0142276,0.0189695,9.8584,
125,0,1.619,-0.00375852,-0.000616907,-0.0100969,0.00464309,-0.0687167,-10.5073,0.396857,0.00087474,-0.00101146,-0.0142276,0.0189695,9.8584,
126,0,1.629,0.00216454,-0.000634159,-0.010107,-0.00936815,0.0216111,-9.38418,0.618164,-0.00428989,-0.00107115,-0.0146385,0.0188528,9.85845,
127,0,1.64,0.00627934,-0.00066583,-0.0101179,0.00352229,0.0560909,-9.34768,0.163874,-0.00222929,-0.00110688,-0.0173932,0.0187088,9.85856,
128,0,1.649,0.00440097,-0.000687419,-0.0101294,0.00481366,0.0596747,-10.4959,-0.46586,-1.74541e-05,-0.00118448,-0.0173932,0.0187088,9.85856,
129,0,1.661,-0.00158263,-0.000707174,-0.0101186,-0.00514531,-0.0312232,-9.26698,-0.5759,-0.00456464,0.00599939,-0.0154615,0.0186173,9.85863,
130,1,1.673,-0.00419902,-0.000718601,-0.0100898,2.82069e-05,-0.0542387,-9.25042,-0.308673,0.00111074,0.00602619,-0.0154615,0.0186173,9.85863,
131,0,1.683,-0.000760424,-0.000734711,-0.0100473,0.00303953,-0.0453584,-10.5718,0.604395,-0.00359722,-0.00217189,-0.0139167,0.0185333,9.85871,
132,0,1.694,0.00494732,-0.000707999,-0.0100096,0.000306149,0.0372267,-9.43542,0.441046,0.00678157,0.00311882,-0.0166976,0.0184123,9.85881,
133,0,1.705,0.00599105,-0.000685363,-0.00998335,0.000547723,0.0637441,-9.93624,-0.184429,0.00399869,0.00220083,-0.0166976,0.0184123,9.85881,
134,0,1.714,0.00112678,-0.000663693,-0.010027,0.00516405,0.0270127,-10.2898,-0.640863,0.00128542,-0.00803058,-0.0167339,0.0183352,9.85889,
135,0,1.725,-0.00431258,-0.000647653,-0.0101639,0.00123903,-0.0459148,-9.29353,-0.36769,0.00277327,-0.006803,-0.0167339,0.0183352,9.85889,
136,0,1.736,-0.00414278,-0.000659289,-0.0102514,0.00391528,-0.0679765,-10.3351,0.337549,0.000272188,-0.00774447,-0.0138521,0.0182811,9.85901,
137,0,1.746,0.00153941,-0.000671065,-0.0103199,-0.00800696,0.012356,-9.61389,0.633038,-0.00166064,-0.0063363,-0.0155006,0.0181662,9.85908,
138,0,1.757,0.0059822,-0.000713011,-0.010377,0.00309914,0.0562534,-9.2156,0.209179,-0.0047308,-0.00523253,-0.0155006,0.0181662,9.85908,
139,0,1.766,0.0045469,-0.000753198,-0.0104124,0.00408727,0.0653765,-10.6323,-0.428569,-0.00381643,0.00800738,-0.0173714,0.0180412,9.85917,
140,1,1.777,-0.000779461,-0.0007735,-0.0103314,-0.00338634,0.00188459,-9.95385,-0.630421,0.000260521,0.00567857,-0.0173714,0.0180412,9.85917,
141,0,1.787,-0.00490328,-0.000793008,-0.0102715,-0.00188463,-0.0566365,-9.379,-0.168078,-0.00201424,0.00601113,-0.0147901,0.0179704,9.85925,
142,0,1.797,-0.00303087,-0.000794551,-0.0102671,-0.00222217,-0.0587084,-10.7194,0.47468,0.00253545,-0.00073658,-0.0142901,0.0178876,9.85931,
143,0,1.809,0.00359175,-0.000817133,-0.0102327,0.00633063,0.017994,-9.29251,0.567602,-0.00355281,0.00623756,-0.0142901,0.0178876,9.85931,
144,0,1.82,0.00642471,-0.000828634,-0.0102231,-0.000165528,0.0635379,-9.68849,-0.0529791,-0.00166797,-0.000987632,-0.0172716,0.0177696,9.85943,
145,0,1.83,0.00252942,-0.000850515,-0.0102642,-0.00416204,0.0304087,-10.3308,-0.60945,-0.00715314,0.000214673,-0.0172716,0.0177696,9.85943,
146,0,1.84,-0.00344173,-0.000877448,-0.0102806,0.00416475,-0.0306166,-9.23151,-0.477013,-0.00108212,0.000525101,-0.0160227,0.0176911,9.85949,
147,0,1.85,-0.00491933,-0.000900528,-0.0102909,-0.00102535,-0.0616059,-9.87779,0.142883,-0.00367907,-0.000978817,-0.0137476,0.0176261,9.85957,
148,0,1.86,-0.00039583,-0.00092612,-0.0103156,0.00877784,-0.0309543,-10.1899,0.635274,0.00231932,-0.00775427,-0.0137476,0.0176261,9.85957,
149,0,1.87,0.0047007,-0.000932858,-0.0103517,-0.00442773,0.0493204,-9.10639,0.434971,0.00115771,-0.0011059,-0.0160697,0.0175208,9.85964,
150,1,1.882,0.00547827,-0.000948124,-0.0104068,-0.00242215,0.0625757,-10.1376,-0.249782,-0.00177021,-0.00136077,-0.0160697,0.0175208,9.85964,
151,0,1.893,0.000253782,-0.000954373,-0.010412,0.00448513,0.0189668,-9.9372,-0.645177,0.00406708,0.00711681,-0.0170448,0.017433,9.8597,
152,0,1.902,-0.00473456,-0.000950829,-0.0103701,-0.00215427,-0.0564724,-9.26359,-0.291774,0.00161542,-0.00250365,-0.0140559,0.0173941,9.8598,
153,0,1.913,-0.0041628,-0.000946217,-0.0103814,0.00347051,-0.068201,-10.3689,0.350401,0.00398258,-0.00115762,-0.0140559,0.0173941,9.8598,
154,0,1.922,0.00161295,-0.000938166,-0.0103623,-0.00947323,0.00893827,-9.68988,0.634809,-0.00341658,-0.000804168,-0.0148453,0.0173214,9.85986,
155,0,1.933,0.00604278,-0.000944821,-0.0103731,0.00425881,0.0540142,-9.25422,0.205256,0.000658102,-0.00110385,-0.0148453,0.0173214,9.85986,
156,0,1.943,0.0045592,-0.000942297,-0.0103843,0.00432065,0.0649669,-10.6347,-0.433833,0.00231998,-0.00119016,-0.0173613,0.0172352,9.85995,
157,0,1.954,-0.00193305,-0.00094568,-0.0103965,-0.00119677,-0.030272,-9.25712,-0.563227,-0.00438483,-0.000994826,-0.0152844,0.0172013,9.86001,
158,0,1.966,-0.00496044,-0.000944089,-0.0104076,0.000411145,-0.0631664,-9.66252,0.0285221,2.6156e-05,-0.000981561,-0.0152844,0.0172013,9.86001,
159,0,1.976,-0.0013213,-0.000951563,-0.0104173,0.00439768,-0.0458826,-10.4297,0.584336,-0.00317881,-0.000930555,-0.0138724,0.017155,9.86007,
160,1,1.986,0.00407952,-0.000944273,-0.0104265,0.00583142,0.0315551,-9.19644,0.517964,0.00559064,-0.00108573,-0.0138724,0.017155,9.86007,
161,0,1.997,0.00620789,-0.000946755,-0.0104235,0.000433705,0.0619416,-9.80631,-0.0680288,9.92412e-07,-0.0011234,-0.0166092,0.0170752,9.86017,
162,0,2.006,0.00220183,-0.000955723,-0.0104347,0.000474087,0.0236465,-10.0132,-0.602009,-0.00419247,-0.00105357,-0.0165424,0.0170226,9.86023,
163,0,2.017,-0.00368457,-0.000956149,-0.0104604,0.00266754,-0.0385558,-9.10444,-0.459751,0.00261248,-0.00781794,-0.0165424,0.0170226,9.86023,
164,0,2.027,-0.00498943,-0.000967241,-0.0105014,-0.000151263,-0.0609217,-9.98329,0.156916,-0.00218159,0.000381552,-0.0136579,0.0169994,9.86035,
