Total Offset X,Total Offset Y,Actual X,Actual Y,L2 error,Roll,Pitch,Yaw,Actual Roll,Actual Pitch,Actual Yaw,Altitude,
1.779,32.6471,1.779,32.6471,0,-0.0879985,0.0513542,0.3,-0.0859527,-0.00851343,0.236444,27.1999,
1.81587,32.6853,1.779,32.6471,0.0531193,-0.0774935,0.0478396,0.286363,-0.0797327,-0.0107499,0.247284,27.1999,
1.98325,32.7935,2.09402,33.9535,1.16528,-0.0724079,0.0442067,0.276689,-0.0720027,-0.0128004,0.255664,27.8999,
2.23593,32.9439,2.09402,33.9535,1.01954,-0.064974,0.035202,0.260568,-0.0605227,-0.0176924,0.267104,27.8999,
2.53521,33.0768,2.09402,33.9535,0.981417,-0.0567581,0.03294,0.253417,-0.0554227,-0.0186263,0.278204,27.8999,
2.83122,33.2497,2.09402,33.9535,1.01919,-0.0464366,0.0311248,0.241427,-0.0482727,-0.0177106,0.287144,27.8999,
3.08584,33.4448,2.39051,35.2347,1.92025,-0.0425332,0.0297489,0.230311,-0.0413427,-0.0180053,0.294454,28.4999,
3.3017,33.5952,2.39051,35.2347,1.8757,-0.0412524,0.0319105,0.21991,-0.0374327,-0.0164846,0.303294,28.4999,
3.47465,33.7873,2.39051,35.2347,1.80844,-0.0410779,0.034725,0.210129,-0.0331627,-0.0114579,0.308804,28.4999,
3.65004,34.0121,2.39051,35.2347,1.75536,-0.036658,0.0394431,0.206896,-0.0269327,-0.00732864,0.313714,28.4999,
3.81665,34.2131,2.72406,36.4783,2.51492,-0.037307,0.0465858,0.20128,-0.0231027,0.000285628,0.316774,29.0999,
3.96073,34.4183,2.72406,36.4783,2.40273,-0.0346007,0.0574292,0.199272,-0.0211427,0.00964481,0.316114,29.0999,
4.0808,34.7145,2.72406,36.4783,2.22528,-0.0348,0.0650055,0.201162,-0.0207427,0.0193951,0.315824,29.0999,
4.16796,35.0593,2.72406,36.4783,2.02446,-0.0352117,0.0726985,0.202221,-0.0192527,0.028773,0.317324,29.0999,
4.2456,35.4284,3.03908,37.6842,2.5582,-0.0372729,0.0789005,0.200802,-0.0199127,0.0371922,0.315414,29.5999,
4.25746,35.8207,3.03908,37.6842,2.22648,-0.0428262,0.0864725,0.206389,-0.0232327,0.0446714,0.314914,29.5999,
4.22196,36.2409,3.03908,37.6842,1.86611,-0.0477214,0.093001,0.207481,-0.0281127,0.054972,0.314134,29.5999,
4.20076,36.684,3.03908,37.6842,1.53297,-0.0493516,0.0993063,0.208561,-0.0310427,0.0641218,0.312544,29.5999,
4.19878,37.0499,3.35411,38.865,2.00206,-0.0498218,0.109001,0.21187,-0.0313527,0.0707988,0.312054,29.9999,
4.21356,37.407,3.35411,38.865,1.69246,-0.0504129,0.119567,0.214878,-0.0310427,0.0827909,0.312344,29.9999,
4.23191,37.7163,3.35411,38.865,1.44569,-0.049134,0.137046,0.222181,-0.0319427,0.0999808,0.310904,29.9999,
4.19159,37.8636,3.35411,38.865,1.30548,-0.0480904,0.169442,0.235838,-0.0304727,0.123532,0.311454,29.9999,
4.18979,37.9628,3.66913,40.0081,2.11052,-0.0437292,0.205334,0.245843,-0.0275427,0.157467,0.310784,30.2999,
4.277,38.1927,3.66913,40.0081,1.91447,-0.036063,0.235321,0.2527,-0.0227927,0.18861,0.310364,30.2999,
4.35704,38.3442,3.66913,40.0081,1.80053,-0.0295361,0.269497,0.261704,-0.0136527,0.22781,0.312094,30.2999,
4.50186,38.4491,3.66913,40.0081,1.76744,-0.021484,0.299222,0.259126,-0.00746265,0.253844,0.313714,30.2999,
4.69473,38.6539,3.96562,41.0632,2.51724,-0.0132332,0.321836,0.260207,0.00658265,0.29272,0.313774,30.4999,
4.94887,38.7944,3.96562,41.0632,2.47272,-0.00232097,0.343096,0.260685,0.0162027,0.310071,0.315634,30.4999,
5.3366,38.9449,3.96562,41.0632,2.52327,0.0155756,0.356989,0.258796,0.0293627,0.329106,0.317324,30.4999,
5.77783,39.0818,3.96562,41.0632,2.68514,0.0306489,0.363997,0.253939,0.0419527,0.337594,0.318214,30.4999,
6.21776,39.1564,4.26211,42.043,3.48671,0.0451176,0.368946,0.256508,0.0557127,0.342381,0.320164,30.4999,
6.72315,39.3639,4.26211,42.043,3.6379,0.0567253,0.361578,0.255008,0.0724227,0.342444,0.321534,30.4999,
7.24439,39.5938,4.26211,42.043,3.85906,0.0668697,0.352954,0.254467,0.0870727,0.334813,0.322124,30.4999,
7.71136,39.7869,4.26211,42.043,4.12157,0.0746643,0.343208,0.255332,0.0937227,0.32853,0.323104,30.4999,
8.15002,39.9146,4.52154,42.9223,4.71296,0.0824519,0.333852,0.248613,0.0983827,0.320472,0.322194,30.5999,
8.44124,40.2489,4.52154,42.9223,4.7446,0.0813071,0.314972,0.248972,0.101973,0.308348,0.322004,30.5999,
8.64025,40.5775,4.52154,42.9223,4.7394,0.0790536,0.297642,0.245956,0.104833,0.291396,0.321504,30.5999,
8.69235,41.022,4.52154,42.9223,4.58331,0.0657354,0.276134,0.246428,0.0985927,0.273328,0.320984,30.5999,
8.61762,41.4435,4.76244,43.6634,4.44865,0.0558054,0.258227,0.245837,0.0883827,0.257638,0.319144,30.5998,
8.50084,41.8327,4.76244,43.6634,4.16258,0.0510675,0.238531,0.242475,0.0795127,0.240413,0.319194,30.5998,
8.30889,42.174,4.76244,43.6634,3.84649,0.0411965,0.222381,0.238415,0.0707027,0.224045,0.320054,30.5998,
8.03819,42.4826,4.76244,43.6634,3.48209,0.0286042,0.207756,0.234766,0.0562427,0.207279,0.321364,30.5998,
7.76652,42.8072,4.96628,44.2664,3.15765,0.0193309,0.19103,0.232417,0.0401627,0.190747,0.322114,30.6998,
7.48763,43.0895,4.96628,44.2664,2.7825,0.0115574,0.178404,0.229054,0.0304927,0.178194,0.324744,30.6998,
7.16059,43.4612,4.96628,44.2664,2.33738,-0.00507004,0.16401,0.229896,0.0184327,0.166773,0.327044,30.6998,
6.80469,43.9217,4.96628,44.2664,1.87044,-0.0208993,0.150379,0.237941,0.00682265,0.157184,0.328914,30.6998,
6.47379,44.3625,5.15158,44.7688,1.38324,-0.0349269,0.137823,0.237793,-0.00318265,0.147739,0.331254,30.7998,
6.1909,44.6757,5.15158,44.7688,1.04348,-0.044697,0.130606,0.234141,-0.0106627,0.139066,0.334194,30.7998,
5.98777,44.9891,5.15158,44.7688,0.864722,-0.052006,0.119954,0.232156,-0.0202727,0.131767,0.336134,30.7998,
5.83936,45.2364,5.15158,44.7688,0.831675,-0.0527181,0.114291,0.230614,-0.0251927,0.126926,0.338114,30.7998,
5.72862,45.5191,5.29983,45.1833,0.544625,-0.0570813,0.103664,0.229079,-0.0283227,0.120594,0.340274,30.7998,
5.65974,45.7279,5.29983,45.1833,0.652752,-0.061384,0.0974428,0.227693,-0.0298127,0.114558,0.343184,30.7998,
5.64392,45.8866,5.29983,45.1833,0.782946,-0.0633121,0.0926705,0.22692,-0.0303427,0.112178,0.344564,30.7998,
5.6774,46.1011,5.29983,45.1833,0.992461,-0.0607846,0.0845979,0.229111,-0.0287327,0.109231,0.345864,30.7998,
5.77138,46.2828,5.42954,45.5351,0.822138,-0.0573847,0.0764636,0.227446,-0.0248227,0.104501,0.347454,30.8998,
5.86784,46.3875,5.42954,45.5351,0.958476,-0.0557336,0.0713917,0.226061,-0.0199727,0.0999127,0.349974,30.8998,
5.99024,46.4401,5.42954,45.5351,1.06459,-0.0523018,0.0669458,0.222756,-0.0187427,0.0974744,0.350924,30.8998,
6.15549,46.4865,5.42954,45.5351,1.19671,-0.044869,0.0602855,0.219332,-0.0120427,0.0918,0.352964,30.8998,
6.34279,46.4943,5.57779,45.8491,1.00075,-0.0372356,0.0551599,0.217926,-0.00565265,0.0876852,0.354994,30.8998,
6.52952,46.5097,5.57779,45.8491,1.15853,-0.0348308,0.0494646,0.216832,-0.00247265,0.0840015,0.356504,30.8998,
6.73549,46.5274,5.57779,45.8491,1.34179,-0.0252157,0.0439535,0.216508,0.00154265,0.0800354,0.357024,30.8998,
6.90482,46.5191,5.57779,45.8491,1.48656,-0.0211673,0.0392957,0.215043,0.00992265,0.0746026,0.359534,30.8998,
7.07464,46.4983,5.7075,46.1254,1.41708,-0.0195803,0.0350491,0.212952,0.0143127,0.0700817,0.360124,30.8998,
7.28389,46.4978,5.7075,46.1254,1.61979,-0.0106194,0.0276496,0.212204,0.0189127,0.0641852,0.360304,30.8998,
7.42679,46.4288,5.7075,46.1254,1.74585,-0.00829908,0.0259559,0.211017,0.0241427,0.0584011,0.361604,30.8998,
7.57876,46.3567,5.7075,46.1254,1.88551,-0.00448849,0.0209182,0.208353,0.0285327,0.0537897,0.362554,30.8998,
7.66019,46.3807,5.81869,46.3641,1.84158,-0.00761429,0.0155458,0.207824,0.0288527,0.0515595,0.361954,30.8998,
7.66122,46.4477,5.81869,46.3641,1.84442,-0.0100914,0.0108374,0.206922,0.0289827,0.047383,0.362294,30.8998,
7.65719,46.378,5.81869,46.3641,1.83855,-0.00934985,0.0142483,0.206485,0.0279727,0.0444211,0.362884,30.8998,
7.63032,46.443,5.81869,46.3641,1.81334,-0.0143064,0.00773175,0.20487,0.0261827,0.0429863,0.362794,30.8998,
7.59363,46.4888,5.92987,46.5777,1.66613,-0.0156046,0.00734386,0.204959,0.0236227,0.0398831,0.362574,30.8998,
7.55348,46.5148,5.92987,46.5777,1.62483,-0.0162817,0.00731142,0.206598,0.0218827,0.0387263,0.363134,30.8998,
7.49187,46.5431,5.92987,46.5777,1.56239,-0.0198994,0.00777564,0.206022,0.0215827,0.0394713,0.363274,30.8998,
7.40927,46.6365,5.92987,46.5777,1.48057,-0.0262641,0.00644252,0.206575,0.0166427,0.0396408,0.363384,30.8998,
7.29599,46.7709,6.04105,46.7786,1.25497,-0.0315466,0.00490128,0.206254,0.0100527,0.0421969,0.364154,30.8998,
7.20619,46.8714,6.04105,46.7786,1.16884,-0.0292905,0.0105901,0.210638,0.00760265,0.0456758,0.365084,30.8998,
7.09075,46.9597,6.04105,46.7786,1.0652,-0.0358811,0.0150197,0.211641,0.00337265,0.0477896,0.365854,30.8998,
6.95576,47.0438,6.04105,46.7786,0.952382,-0.0400185,0.0177772,0.209634,-0.00610265,0.0525319,0.366514,30.8998,
6.84273,47.2163,6.11518,46.9545,0.773231,-0.0408754,0.0179832,0.210707,-0.0105027,0.0554061,0.365734,30.7998,
6.75754,47.4086,6.11518,46.9545,0.78668,-0.0431034,0.0164135,0.210895,-0.0103527,0.0541961,0.367974,30.7998,
6.69027,47.5295,6.11518,46.9545,0.813267,-0.047948,0.0157982,0.208812,-0.0132427,0.0543611,0.368684,30.7998,
6.58145,47.6252,6.11518,46.9545,0.816836,-0.0521932,0.0169074,0.207902,-0.0211027,0.0552732,0.368224,30.7998,
6.49443,47.7006,6.20783,47.1052,0.660748,-0.0493078,0.0189029,0.210708,-0.0225727,0.0547659,0.368244,30.7998,
6.5031,47.7514,6.20783,47.1052,0.710431,-0.0459803,0.0185087,0.210309,-0.0210727,0.0569399,0.369374,30.7998,
6.53004,47.8604,6.20783,47.1052,0.821055,-0.045075,0.0197642,0.216238,-0.0228727,0.0569984,0.368224,30.7998,
6.57139,47.9202,6.20783,47.1052,0.892412,-0.0395314,0.0189212,0.217734,-0.0228027,0.054681,0.368214,30.7998,
