Total Offset X,Total Offset Y,Actual X,Actual Y,L2 error,Roll,Pitch,Yaw,Actual Roll,Actual Pitch,Actual Yaw,Altitude,
1.779,32.6471,1.779,32.6471,0,-0.0879985,0.0513542,0.3,-0.0859527,-0.00851343,0.236444,27.1999,
2.17579,32.7883,1.779,32.6471,0.421145,-0.0774935,0.0478396,0.286363,-0.0797327,-0.0107499,0.247284,27.1999,
2.67231,32.983,2.09402,33.9535,1.12969,-0.0724079,0.0442067,0.276689,-0.0720027,-0.0128004,0.255664,27.8999,
3.24361,33.1687,2.09402,33.9535,1.39191,-0.064974,0.035202,0.260568,-0.0605227,-0.0176924,0.267104,27.8999,
3.87164,33.2821,2.09402,33.9535,1.90018,-0.0567581,0.03294,0.253417,-0.0554227,-0.0186263,0.278204,27.8999,
4.41625,33.4686,2.09402,33.9535,2.37231,-0.0464366,0.0311248,0.241427,-0.0482727,-0.0177106,0.287144,27.8999,
4.87922,33.6772,2.39051,35.2347,2.93592,-0.0425332,0.0297489,0.230311,-0.0413427,-0.0180053,0.294454,28.4999,
5.24426,33.7611,2.39051,35.2347,3.21176,-0.0412524,0.0319105,0.21991,-0.0374327,-0.0164846,0.303294,28.4999,
5.52404,33.9715,2.39051,35.2347,3.37856,-0.0410779,0.034725,0.210129,-0.0331627,-0.0114579,0.308804,28.4999,
5.86833,34.2141,2.39051,35.2347,3.62447,-0.036658,0.0394431,0.206896,-0.0269327,-0.00732864,0.313714,28.4999,
6.17314,34.3703,2.72406,36.4783,4.04226,-0.037307,0.0465858,0.20128,-0.0231027,0.000285628,0.316774,29.0999,
6.42277,34.5608,2.72406,36.4783,4.16621,-0.0346007,0.0574292,0.199272,-0.0211427,0.00964481,0.316114,29.0999,
6.6221,34.9142,2.72406,36.4783,4.20014,-0.0348,0.0650055,0.201162,-0.0207427,0.0193951,0.315824,29.0999,
6.75533,35.2813,2.72406,36.4783,4.20523,-0.0352117,0.0726985,0.202221,-0.0192527,0.028773,0.317324,29.0999,
6.89455,35.6404,3.03908,37.6842,4.36369,-0.0372729,0.0789005,0.200802,-0.0199127,0.0371922,0.315414,29.5999,
6.85001,36.0156,3.03908,37.6842,4.16021,-0.0428262,0.0864725,0.206389,-0.0232327,0.0446714,0.314914,29.5999,
6.73315,36.4207,3.03908,37.6842,3.90418,-0.0477214,0.093001,0.207481,-0.0281127,0.054972,0.314134,29.5999,
6.7081,36.835,3.03908,37.6842,3.76602,-0.0493516,0.0993063,0.208561,-0.0310427,0.0641218,0.312544,29.5999,
6.7241,37.113,3.35411,38.865,3.79822,-0.0498218,0.109001,0.21187,-0.0313527,0.0707988,0.312054,29.9999,
